STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,Countrycode,Country,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,ADJUSTMENT,Adjustment,TRANSFORMATION,Transformation,TIME_HORIZ,Time horizon,METHODOLOGY,Calculation methodology,Date,Time period,Capacity Utilization,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,BASE_PER,Base period
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1979,,-5.25,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1980,,1,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1981,,-7,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1982,,-13,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1983,,-15.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1984,,-3.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1985,,-4.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1986,,-14,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1987,,-13.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1988,,2.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1989,,9.25,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1990,,11.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1991,,8.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1992,,-10,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1993,,-23,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1994,,-24.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1995,,-19,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1996,,-15.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1997,,-8.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1998,,-24,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,1999,,-27,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2000,,-16.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2001,,-25.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2002,,-26.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2003,,-18.25,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2004,,-5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2005,,-2.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2006,,0.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2007,,0.25,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2008,,-5.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2009,,-34,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2010,,-18,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2011,,-11.25,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2012,,-12,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2013,,-11,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2014,,-4.25,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2015,,-2.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2016,,-3.25,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2017,,1.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2018,,5.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2019,,0.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2020,,-11.75,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2021,,-3.25,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2022,,-0.5,,A,Normal value,0,Units,2,Two,,
DATAFLOW,OECD.SDD.STES:DSD_STES@DF_BTS(4.0),Business tendency surveys,I,JPN,Japan,A,Annual,CURT,Rate of capacity utilisation,PB,Percentage balance,C,Manufacturing,Y,Calendar and seasonally adjusted,_Z,Not applicable,C,Current,N,National,2023,,-1.5,,A,Normal value,0,Units,2,Two,,
