STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ITA,Italy,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2019,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1960,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1965,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1970,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1975,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,70,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,65,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,60,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1992,,54,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1993,,43,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,30.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1998,,30.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,30.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,18.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,17.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,15.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,15.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,15.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,19.9,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,18.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,19.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2019,,18.4,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,NZL,New Zealand,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2020,,18.6,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LVA,Latvia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,34.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LVA,Latvia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,32.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LVA,Latvia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,32.400002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,LVA,Latvia,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,27.1,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1960,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1965,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1970,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1975,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,80.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1996,,75.699997,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1997,,74.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1998,,73.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1999,,70.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,67.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2001,,68.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2002,,67.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2003,,67.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,65.800003,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,64.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,63.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,61.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,61.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,61.700001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,59.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,58.900002,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,58.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,57.599998,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,57.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,56.799999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,56,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,55,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,DEU,Germany,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2018,,54,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1980,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1985,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1989,,85,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1990,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1991,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1992,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1993,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1994,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1995,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1996,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1997,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1998,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1999,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2000,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2001,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2002,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2003,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2004,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2005,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2006,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2007,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2008,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2009,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2010,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2011,,100,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2012,,51.5,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2013,,37.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2014,,29.200001,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2015,,21.299999,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2016,,14.3,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,GRC,Greece,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,2017,,14.2,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISR,Israel,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1960,,82,,A,Normal value,0,Units,1,One
DATAFLOW,OECD.ELS.SAE:DSD_TUD_CBC@DF_CBC(1.0),Collective bargaining coverage,I,ISR,Israel,ERB,Employees with the right to bargain,PT_SAL,Percentage of employees,1965,,82,,A,Normal value,0,Units,1,One
